symbol-id;symbol-en;symbol-fi;category
1700;ice_cream_2;jäätelö;ruoka jälkiruuat ja herkut
1701;ice_cream_tub;jäätelörasia;ruoka jälkiruuat ja herkut
1702;ice_lolly;mehujää;ruoka jälkiruuat ja herkut
1703;in;sisällä;kuvaileva sijainti
1704;in_front;edessä;kuvaileva sijainti
1705;inbox;saapuneet;tietotekniikka
1706;index_cards;arkistokortti;työ ja koulu
1707;ingredients;ainesosat;ruoka ainekset
1708;inhaler;astmapiippu;terveys sairaalatarvikkeet
1709;inside_out;nurin päin;kuvaileva tila
1710;inside_room;huoneessa;kuvaileva sijainti
1711;install_software;asennusohjelma;tietotekniikka
1712;intellikeys;intellikeys;apuvälineet
1713;internet;internet;tietotekniikka
1714;intestine;suolisto;terveys kehonosat
1715;iphone;iphone;tekniikka puhelin
1716;ipod;ipod;tekniikka media
1717;iron;silitysrauta;rakennukset tarvikkeet
1718;iron_,_to;silittää;rakennukset kotityöt
1719;ironing_board;silityslauta;rakennukset tarvikkeet
1720;is_this_enough;tarpeeksi;kuvaileva määrä
1721;it_assistant_1a;mikrotukihenkilö;ihmiset ammatit
1722;it_assistant_1b;mikrotukihenkilö;ihmiset ammatit
1723;it_assistant_2a;mikrotukihenkilö;ihmiset ammatit
1724;it_assistant_2b;mikrotukihenkilö;ihmiset ammatit
1725;it_class;tietokonetunti;työ ja koulu
1726;it_room;tietokoneluokka;rakennukset koulu
1727;itch;kutina;terveys terveydentila
1728;ivy;muratti;kasvit ja puut
1729;ivy_2;muratti;kasvit ja puut
1730;j;j;aakkoset
1731;j_-_lower_case;j;aakkoset
1732;jack_in_box;vieteriukko;vapaa-aika lelut
1733;jacket;takki;vaatteet muut
1734;jacket_-_mans;takki;vaatteet muut
1735;jacket_2;takki;vaatteet muut
1736;jacket_potato_1;uuniperuna;ruoka vihannekset ja salaatit
1737;jam;hillo;ruoka jälkiruuat ja herkut
1738;jam_tart;torttu;ruoka jälkiruuat ja herkut
1739;jar;purkki;ruoka välineet
1740;jealous_lady;mustasukkainen;ihmiset tunteet
1741;jealous_man;mustasukkainen;ihmiset tunteet
1742;jeans;farkut;vaatteet muut
1743;jeep;maastoauto;liikenne tieliikenne
1744;jelly;hyytelö;ruoka jälkiruuat ja herkut
1745;jelly_beans;karkki;ruoka jälkiruuat ja herkut
1746;jellyfish;meduusa;eläimet muut selkärangattomat
1747;jesus;jeesus;uskonto henkilö
1748;jet_plane;suihkukone;liikenne ilmailu
1749;jewellery;korut;vaatteet korut
1750;jigsaw_puzzle;palapeli;vapaa-aika pelit
1751;jigsaw_puzzle_piece;palanen;vapaa-aika pelit
1752;joseph;joosef;uskonto henkilö
1753;joystick_pennygiles;ohjain;apuvälineet
1754;judas;juudas;uskonto henkilö
1755;judo;judo;urheilu
1756;judo_belt;judovyö;vaatteet urheilu
1757;jumper;neulepusero;vaatteet muut
1758;jungle_gym;kiipeilyteline;vapaa-aika leikkikenttä
1759;jupiter;jupiter;tiede tähtitiede
1760;k;k;aakkoset
1761;k_-_lower_case;k;aakkoset
1762;kangaroo;kenguru;eläimet nisäkkäät
1763;kebab;kebab;ruoka annokset
1764;kennel;koirankoppi;eläimet elinympäristö
1765;kettle;vedenkeitin;ruoka välineet
1766;key_1;avain;rakennukset tarvikkeet
1767;key_2;avain;rakennukset tarvikkeet
1768;keyboard_electric;sähköurku;musiikki instrumentit
1769;kick_ball_1_,_to;potkaista palloa;urheilu
1770;kick_ball_2_,_to;potkaista palloa;urheilu
1771;kidneys;munuaiset;terveys kehonosat
1772;killer_whale;miekkavalas;eläimet kalat ja merenelävät
1773;kite;leija;vapaa-aika lelut
1774;kiwi;kiivi;ruoka hedelmät
1775;knee;polvi;terveys kehonosat
1776;knickers;alushousut;vaatteet muut
1777;knife;veitsi;ruoka välineet
1778;knife_adapted;veitsi;ruoka ruokailu
1779;knife_adapted_2;veitsi;ruoka ruokailu
1780;koala;koala;eläimet nisäkkäät
1781;koosh_ball;koosh pallo;vapaa-aika lelut
1782;l;l;aakkoset
1783;l_-_lower_case;l;aakkoset
1784;labels;tarrat;työ ja koulu
1785;ladies_toilet;naisten vessa;rakennukset julkiset
1786;ladle;kauha;ruoka välineet
1787;lady_-_face;kasvot;ihmiset tunteet
1788;lager;vaalea olut;juomat
1789;lamb;lampaanliha;ruoka liha
1790;lamb_2;lammas;eläimet nisäkkäät
1791;lamp;lamppu;tekniikka muut
1792;lampshade;lampunvarjostin;rakennukset tarvikkeet
1793;lampshade_2;lampunvarjostin;rakennukset tarvikkeet
1794;lantern;lyhty;tekniikka muut
1795;lantern_2;lyhty;tekniikka muut
1796;laptop;läppäri;tekniikka tietokoneet
1797;large;suuri;kuvaileva määrä
1798;lasagne;lasagne;ruoka annokset
1799;last;viimeinen;kuvaileva sijainti
1800;last_2;viimeinen;kuvaileva sijainti
1801;last_month;viime kuu;kuvaileva aika
1802;last_supper;viimeinen ehtoollinen;uskonto juhlapäivä
1803;laughing_lady;nauraa;ihmiset tunteet
1804;laughing_man;nauraa;ihmiset tunteet
1805;laundry_basket;pesukori;rakennukset tarvikkeet
1806;lava_lamp;laavalamppu;vapaa-aika lelut
1807;lawnmower;ruohonleikkuri;työkalut puutarha
1808;lead;talutushinna;eläimet eläintenhoito
1809;leaf;lehti;kasvit ja puut
1810;leaves;lehdet;kasvit ja puut
1811;leek;purjosipuli;ruoka vihannekset ja salaatit
1812;left;vasemmalle;kuvaileva suunta
1813;left_click;vasen klikkaus;tekniikka tietokoneet
1814;left_hand;vasen käsi;terveys kehonosat
1815;leg;jalka;terveys kehonosat
1816;leg_warmers;säärystimet;vaatteet muut
1817;lego;lego;vapaa-aika lelut
1818;legs;jalat;terveys kehonosat
1819;lemon;sitruuna;ruoka hedelmät
1820;lemon_squash;sitruunamehu;juomat
1821;lemonade;limonadi;juomat
1822;lemonade_2;limonadi;juomat
1823;lens;linssi;tiede
1824;lent;paasto;uskonto juhlapäivä
1825;lentils;linssit;ruoka vihannekset ja salaatit
1826;leopard;leopardi;eläimet nisäkkäät
1827;letter;kirje;työ ja koulu
1828;lettuce;lehtisalaatti;ruoka vihannekset ja salaatit
1829;lid;kansi;ruoka välineet
1830;lid_2;kansi;ruoka välineet
1831;lift;hissi;rakennukset rakenne
1832;light;kevyt;kuvaileva määrä
1833;lightbulb;hehkulamppu;tekniikka muut
1834;lily;lilja;kasvit ja puut
1835;lime;limetti;ruoka hedelmät
1836;line_diagonal;diagonaali;kuvaileva muoto
1837;line_horizontal;vaakasuora;kuvaileva muoto
1838;line_parallel;yhdensuuntaiset;kuvaileva muoto
1839;line_vertical;pystysuora;kuvaileva muoto
1840;lion;leijona;eläimet nisäkkäät
1841;lip_balm;huulirasva;terveys hoitotarvikkeet
1842;lip_bottom;alahuuli;terveys kehonosat
1843;lip_top;ylähuuli;terveys kehonosat
1844;lips_1;huulet;terveys kehonosat
1845;lipstick;huulipuna;terveys hoitotarvikkeet
1846;liquid_soap;nestesaippua;terveys hoitotarvikkeet
1847;little;pieni;kuvaileva määrä
1848;little_mac_switch;painike;apuvälineet
1849;lizard;lisko;eläimet matelijat
1850;locker;kaappi;rakennukset huonekalut
1851;log;tukki;kasvit ja puut
1852;lollipop;tikkari;ruoka jälkiruuat ja herkut
1853;long;pitkä;kuvaileva määrä
1854;long_hair;pitkätukkainen;ihmiset kuvaileva
1855;long_johns;kalsarit;vaatteet muut
1856;look_in_mirror_,_to;peilata;terveys hoitotoimet
1857;lorry;rekka;liikenne tieliikenne
1858;lorry_2;rekka;liikenne tieliikenne
1859;lost;eksynyt;ihmiset kuvaileva
1860;lotion;kosteusemulsio;terveys hoitotarvikkeet
1861;lots_more;paljon enemmän;kuvaileva määrä
1862;loud;kovaääninen;kuvaileva tila
1863;low_fat_2;vähärasvainen;ruoka ruokavalio
1864;lowest;alimmainen;kuvaileva sijainti
1865;lucky;onnekas;kuvaileva tila
1866;lump;kuhmu;terveys terveydentila
1867;lunch_1;lounas;ruoka ruokailu
1868;lunch_2;lounas;ruoka ruokailu
1869;lunch_box;eväslaatikko;ruoka ruokailu
1870;lunch_box_1;eväslaatikko;ruoka ruokailu
1871;lunch_time;lounasaika;työ ja koulu
1872;lungs;keuhkot;terveys kehonosat
1873;m;m;aakkoset
1874;m_-_lower_case;m;aakkoset
1875;macadamias;makadamiapähkinä;ruoka pähkinät
1876;macaroni;makaroni;ruoka annokset
1877;macaroni_cheese;makaronilaatikko;ruoka annokset
1878;magnet;magneetti;tiede
1879;magnetic;magneettinen;tiede
1880;main_course;pääruoka;ruoka annokset
1881;mains_socket;pistorasia;tekniikka muut
1882;make_the_bed_,_to;pedata;rakennukset kotityöt
1883;make_up;meikit;terveys hoitotarvikkeet
1884;male_body;keho;terveys kehonosat
1885;man_-_face;kasvot;ihmiset tunteet
1886;mange_tout;sokeriherne;ruoka vihannekset ja salaatit
1887;manger;seimi;uskonto yleiset
1888;mango;mango;ruoka hedelmät
1889;marbles;marmorikuulat;vapaa-aika lelut
1890;margarine;margariini;ruoka maitotuotteet
1891;marmite;levite;ruoka ainekset
1892;married;naimisissa;ihmiset suhteet
1893;marrow;kurpitsa;ruoka vihannekset ja salaatit
1894;mars;mars;tiede tähtitiede
1895;marshmallows;vaahtokarkki;ruoka jälkiruuat ja herkut
1896;mary;maria;uskonto henkilö
1897;mascara;ripsiväri;terveys hoitotarvikkeet
1898;mash_,_to;musertaa;ruoka ruuanlaitto
1899;mash_potato_,_to;muussata;ruoka ruuanlaitto
1900;mash_potato_1;perunamuusi;ruoka annokset
1901;mash_potato_2;perunamuusi;ruoka annokset
1902;masher;perunamurskain;ruoka välineet
1903;mask_dustmask;pölysuoja;työkalut työpaja
1904;masking_tape;maalarinteippi;työ ja koulu
1905;maths;matematiikka;työ ja koulu
1906;maths_class;matematiikan tunti;työ ja koulu
1907;mauve;violetti;taide värit
1908;mauve_dark;tumman violetti;taide värit
1909;mauve_light;vaalean violetti;taide värit
1910;mayonnaise;majoneesi;ruoka maitotuotteet
1911;measuring_cups;mittakupit;ruoka välineet
1912;measuring_jug;mittakannu;ruoka välineet
1913;measuring_spoons;mittalusikat;ruoka välineet
1914;meat;liha;ruoka liha
1915;meatballs_and_spaghetti;spagetti ja lihapullat;ruoka annokset
1916;medal;mitali;urheilu urheiluvälineet
1917;medicine;lääke;terveys sairaalatarvikkeet
1918;medicine_cabinet;lääkekaappi;rakennukset huonekalut
1919;melon;meloni;ruoka hedelmät
1920;melt_,_to;sulattaa;ruoka ruuanlaitto
1921;memory_card;muistikortti;tekniikka media
1922;memory_card_2;muistikortti;tekniikka media
1923;mend;korjata;kuvaileva tila
1924;mens_toilet;miesten vessa;rakennukset julkiset
1925;menu;ruokalista;ruoka annokset
1926;mercury;merkkuurius;tiede tähtitiede
1927;meringues;marengit;ruoka jälkiruuat ja herkut
1928;merry_go_round;karuselli;vapaa-aika leikkikenttä
1929;messy_clothes;likaiset vaatteet;kuvaileva tila
1930;messy_room;likainen huone;kuvaileva tila
1931;microphone;mikrofoni;musiikki instrumentit
1932;microscope;mikroskooppi;tiede
1933;microwave;mikroaaltouuni;ruoka välineet
1934;middle;keskellä;kuvaileva sijainti
1935;milk;maito;juomat
1936;milk_2_litre;maito;ruoka maitotuotteet
1937;milk_bottle;maitopullo;ruoka maitotuotteet
1938;milk_carton;maitotölkki;ruoka maitotuotteet
1939;milk_person_1a;maitokauppias;ihmiset ammatit
1940;milk_person_1b;maitokauppias;ihmiset ammatit
1941;milk_person_2a;maitokauppias;ihmiset ammatit
1942;milk_person_2b;maitokauppias;ihmiset ammatit
1943;milkshake;pirtelö;juomat
1944;milkshake_banana;banaanipirtelö;ruoka jälkiruuat ja herkut
1945;milkshake_chocolate;suklaapirtelö;ruoka jälkiruuat ja herkut
1946;milkshake_strawberry;mansikkapirtelö;ruoka jälkiruuat ja herkut
1947;milky_way;linnunrata;tiede tähtitiede
1948;mince_pie;lihapiiras;ruoka viljatuotteet ja leivonta
1949;minced_meat;jauheliha;ruoka liha
1950;mini_bus;minibussi;liikenne tieliikenne
1951;mints;pastilli;ruoka jälkiruuat ja herkut
1952;minute;minuutti;kuvaileva aika
1953;mirror;käsipeili;terveys hoitotarvikkeet
1954;mirror_1;peili;rakennukset huonekalut
1955;mirror_2;peili;rakennukset huonekalut
1956;mirror_ball;diskopallo;vapaa-aika lelut
1957;mistake_no_wrong;väärin;kuvaileva tila
1958;mistletoe;mistelinoksa;kasvit ja puut
1959;mittens;lapaset;vaatteet muut
1960;mixer;vatkain;ruoka välineet
1961;mobile_phone;kännykkä;tekniikka puhelin
1962;mobile_phone_camera;kännykkä;tekniikka puhelin
1963;mobile_phone_case;suojakuori;tekniikka puhelin
1964;mobile_phone_cover;suojakuori;tekniikka puhelin
1965;mobile_phone_no;kännykkäkielto;tekniikka puhelin
1966;mobile_phone_number;puhelinnumero;tekniikka puhelin
1967;mobile_phone_ring_tone;soittoääni;tekniikka puhelin
1968;mobile_phone_silent;äänetön;tekniikka puhelin
1969;mobile_phone_text_message;tekstiviesti;tekniikka puhelin
1970;mobile_phone_video;kännykkävideo;tekniikka puhelin
1971;mole;myyrä;terveys kehonosat
1972;money;raha;talous
1973;monster;hirviö;juhlat välineet
1974;moon;kuu;tiede tähtitiede
1975;mop;moppi;rakennukset tarvikkeet
1976;moped;mopo;liikenne tieliikenne
1977;more;enemmän;kuvaileva määrä
1978;morning;aamu;kuvaileva aika
1979;most;eniten;kuvaileva määrä
1980;moth;koiperhonen;eläimet hämähäkit ja hyönteiset
1981;motor_home;matkailuauto;liikenne tieliikenne
1982;motorcycle;moottoripyörä;liikenne tieliikenne
1983;mountains;vuoret;matkustus
1984;mouse;hiiri;eläimet nisäkkäät
1985;mouse_mat;hiirimatto;tekniikka tietokoneet
1986;mouth;suu;terveys kehonosat
1987;mouthwash;suuvesi;terveys hoitotarvikkeet
1988;mouthwash_1;suuvesi;terveys hoitotarvikkeet
1989;muesli;mysli;ruoka viljatuotteet ja leivonta
1990;mug_2;muki;juomat astiat ja määrät
1991;multi_media;multimedia;tekniikka media
1992;multiply;kertoa;numerot laskutoimitukset
1993;mum_parent;äiti;ihmiset suhteet
1994;muscles;lihakset;terveys kehonosat
1995;mushroom;sieni;ruoka vihannekset ja salaatit
1996;music;musiikki;työ ja koulu
1997;music_class;musiikintunti;työ ja koulu
1998;music_room;musiikkiluokka;rakennukset koulu
1999;musical_instruments;soittimet;vapaa-aika lelut
2000;musician_1a;muusikko;ihmiset ammatit
2001;musician_1b;muusikko;ihmiset ammatit
2002;musician_2a;muusikko;ihmiset ammatit
2003;musician_2b;muusikko;ihmiset ammatit
2004;mussel;simpukka;eläimet äyriäiset ja nilviäiset
2005;my_computer_icon;oma tietokone;tietotekniikka
2006;n;n;aakkoset
2007;n_-_lower_case;n;aakkoset
2008;nail;naula;työkalut työpaja
2009;nail_care;kynsienhoito;terveys hoitotarvikkeet
2010;nail_clippers;kynsisakset;terveys hoitotarvikkeet
2011;nail_file;kynsiviila;terveys hoitotarvikkeet
2012;nail_polish;kynsilakka;terveys hoitotarvikkeet
2013;nail_polish_remover;kynsilakanpoistoaine;terveys hoitotarvikkeet
2014;nappy;vaippa;terveys hoitotarvikkeet
2015;nativity;kristuksen syntymä;uskonto juhlapäivä
2016;near;lähellä;kuvaileva sijainti
2017;neck;kaula;terveys kehonosat
2018;necklace;kaulakoru;vaatteet korut
2019;necklace_2;kaulakoru;vaatteet korut
2020;need_toilet;vessahätä;keskustelu
2021;neither;ei kumpikaan;kuvaileva määrä
2022;neptune;neptunus;tiede tähtitiede
2023;nest;pesä;eläimet elinympäristö
2024;nest_of_tables;sarjapöytä;rakennukset huonekalut
2025;networked_computers;tietokoneverkko;tietotekniikka
2026;new_document;uusi tiedosto;tietotekniikka
2027;newspaper;sanomalehti;työ ja koulu
2028;newspaper_person_1a;lehdenjakaja;ihmiset ammatit
2029;newspaper_person_1b;lehdenjakaja;ihmiset ammatit
2030;newspaper_person_2a;lehdenjakaja;ihmiset ammatit
2031;newspaper_person_2b;lehdenjakaja;ihmiset ammatit
2032;next;seuraava;kuvaileva sijainti
2033;next_month;ensi kuu;kuvaileva aika
2034;next_week;ensi viikko;kuvaileva aika
2035;night;yö;kuvaileva aika
2036;nightgown;yöpaita;vaatteet muut
2037;nine;yhdeksän;numerot
2038;nine_dots;yhdeksän pistettä;numerot
2039;nineteen;yhdeksäntoista;numerot
2040;ninety;yhdeksänkymmentä;numerot
2041;no_class;hyppytunti;työ ja koulu
2042;no_smoking_sign;tupakointikielto;kuvaileva tila
2043;noisy;äänekäs;kuvaileva tila
2044;non_speaking;mykkä;ihmiset kuvaileva
2045;non-permeable;läpäisemätön;tiede
2046;noodles;nuudelit;ruoka pastat ja riisi
2047;north;pohjoinen;kuvaileva suunta
2048;north_east;koillinen;kuvaileva suunta
2049;north_west;luode;kuvaileva suunta
2050;nosey_cup;muki;ruoka ruokailu
2051;nostril;sierain;terveys kehonosat
2052;notebook;vihko;työ ja koulu
2053;notepad;muistilehtiö;työ ja koulu
2054;now;nyt;kuvaileva aika
2055;nurse_1a;sairaanhoitaja;ihmiset ammatit
2056;nurse_1b;sairaanhoitaja;ihmiset ammatit
2057;nurse_2a;sairaanhoitaja;ihmiset ammatit
2058;nurse_2b;sairaanhoitaja;ihmiset ammatit
2059;nuts;pähkinät;ruoka pähkinät
2060;o;o;aakkoset
2061;o_-_lower_case;o;aakkoset
2062;oak_leaf;tammenlehti;kasvit ja puut
2063;occupational_therapist_1a;toimintaterapeutti;ihmiset ammatit
2064;occupational_therapist_1b;toimintaterapeutti;ihmiset ammatit
2065;occupational_therapist_2a;toimintaterapeutti;ihmiset ammatit
2066;occupational_therapist_2b;toimintaterapeutti;ihmiset ammatit
2067;octagon;kahdeksankulmio;kuvaileva muoto
2068;off;pois;kuvaileva sijainti
2069;office_block;toimistotalo;rakennukset toimistot ja tehtaat
2070;old_object;vanha;kuvaileva tila
2071;old_person_1;vanhus;ihmiset kuvaileva
2072;old_person_2;vanhus;ihmiset kuvaileva
2073;old_person_3;vanhus;ihmiset kuvaileva
2074;olive_oil;oliiviöljy;ruoka ainekset
2075;olives;oliivit;ruoka vihannekset ja salaatit
2076;olympic_games;olympialaiset;urheilu
2077;olympic_rings;olympiarenkaat;urheilu urheiluvälineet
2078;olympic_torch;olympiasoihtu;urheilu urheiluvälineet
2079;olympic_torch_2;olympiasoihtu;urheilu urheiluvälineet
2080;omelette;munakas;ruoka kananmunat
2081;on;päällä;kuvaileva sijainti
2082;one;yksi;numerot
2083;one_dot;yksi piste;numerot
2084;one_hour;tunti;kuvaileva aika
2085;one_third;kolmasosa;kuvaileva muoto
2086;onion;sipuli;ruoka vihannekset ja salaatit
2087;onion_rings;sipulirenkaat;ruoka annokset
2088;opaque;läpinäkyvä;tiede
2089;open;auki;kuvaileva tila
2090;open_2;avoin;kuvaileva sijainti
2091;open_shop;kauppa;rakennukset kauppa
2092;open_tin_,_to;purkinavaus;ruoka ruuanlaitto
2093;operating_theatre;leikkaussali;rakennukset julkiset
2094;operation;leikkaus;terveys terveydentila
2095;opposite;vastakohta;kuvaileva sijainti
2096;orange;appelsiini;ruoka hedelmät
2097;orange_2;oranssi;ruoka hedelmät
2098;orange_fizzy_drink;appelsiinilimonadi;juomat
2099;orange_juice;appelsiinimehu;juomat
2100;orange_squash;appelsiinimehu;juomat
2101;ostrich;strutsi;eläimet linnut
2102;out;ulkona;kuvaileva suunta
2103;outbox;lähtevät;tietotekniikka
2104;outside;ulkona;kuvaileva sijainti
2105;oval;soikea;kuvaileva muoto
2106;over;yli;kuvaileva sijainti
2107;owl;pöllö;eläimet linnut
2108;oxygen_mask;happinaamari;terveys sairaalatarvikkeet
2109;oyster;osteri;eläimet äyriäiset ja nilviäiset
2110;oyster_2;osteri;eläimet äyriäiset ja nilviäiset
2111;ozone_layer;otsonikerros;tiede
2112;p;p;aakkoset
2113;p_-_lower_case;p;aakkoset
2114;packed_lunch;eväät;ruoka annokset
2115;packed_lunch_2;eväät;ruoka annokset
2116;paddles;airot;liikenne vesiliikenne
2117;paint;maali;työkalut työpaja
2118;paint_box;maalilaatikko;taide
2119;paint_brush;sivellin;työ ja koulu
2120;paint_brush_2;pensseli;työkalut työpaja
2121;paint_childs;askartelumaali;työ ja koulu
2122;palm;palmu;kasvit ja puut
2123;palm_sunday;palmusunnuntai;uskonto juhlapäivä
2124;palm_tree;palmu;matkustus
2125;pancake_2;pannukakku;ruoka viljatuotteet ja leivonta
2126;pancakes;pannukakut;ruoka viljatuotteet ja leivonta
2127;panda;panda;eläimet nisäkkäät
2128;pants;alushousut;vaatteet muut
2129;paper;paperi;työ ja koulu
2130;paper_towel;talouspaperi;ruoka välineet
2131;paper_towels;talouspaperiarkki;terveys hoitotarvikkeet
2132;paperclip;klemmari;työ ja koulu
2133;para_olympic_games;paralympialaiset;urheilu
2134;parachute;laskuvarjo;liikenne ilmailu
2135;parade_1;paraati;juhlat tapahtumat
2136;parade_2;paraati;juhlat tapahtumat
2137;parallelogram;suunnikas;kuvaileva muoto
2138;paramedic_1a;ensihoitaja;ihmiset ammatit
2139;paramedic_1b;ensihoitaja;ihmiset ammatit
2140;paramedic_2a;ensihoitaja;ihmiset ammatit
2141;paramedic_2b;ensihoitaja;ihmiset ammatit
2142;parents;vanhemmat;ihmiset suhteet
2143;parrot;papukaija;eläimet linnut
2144;parsnip;palsternakka;ruoka vihannekset ja salaatit
2145;part;osa;kuvaileva määrä
2146;partner;partneri;ihmiset suhteet
2147;party_celebration;juhla;juhlat tapahtumat
2148;party_popper;paukkupommi;juhlat välineet
2149;passion_flower;kärsimyskukka;kasvit ja puut
2150;passion_fruit;passionhedelmä;ruoka hedelmät
2151;passport;passi;matkustus
2152;past;mennyt;kuvaileva aika
2153;pasta;pasta;ruoka pastat ja riisi
2154;pasta_sauce;pastakastike;ruoka ainekset
2155;paste;liittää;tietotekniikka
2156;pastie;pasteija;ruoka annokset
2157;pastry;taikina;ruoka viljatuotteet ja leivonta
2158;patch_on_clothes;vaatepaikka;vaatteet muut
2159;pate;pasteija;ruoka annokset
2160;paw;tassu;eläimet ominaisuudet
2161;paw_1;tassu;eläimet ominaisuudet
2162;pe;liikunta;työ ja koulu
2163;pe_class;liikuntatunti;työ ja koulu
2164;pea;herne;ruoka vihannekset ja salaatit
2165;peach;persikka;ruoka hedelmät
2166;peacock;riikinkukko;eläimet linnut
2167;peanut;maapähkinä;ruoka pähkinät
2168;peanut_2;maapähkinä;ruoka pähkinät
2169;peanut_butter;maapähkinävoi;ruoka ainekset
2170;pear;päärynä;ruoka hedelmät
2171;peas;herneet;ruoka vihannekset ja salaatit
2172;pecan;pekaanipähkinä;ruoka pähkinät
2173;peel_,_to;kuoria;ruoka ruuanlaitto
2174;peeler;kuorintaveitsi;ruoka välineet
2175;pelican;pelikaani;eläimet linnut
2176;pen;kynä;työ ja koulu
2177;pen_and_paper;kynä ja paperia;taide
2178;pen_and_paper_2;kynä ja paperia;taide
2179;pencil;lyijykynä;työ ja koulu
2180;pencil_and_paper;lyijykynä ja paperia;taide
2181;pencil_and_paper_2;lyijykynä ja paperia;taide
2182;pencil_box;kynäkotelo;työ ja koulu
2183;pencil_case;penaali;työ ja koulu
2184;pencil_sharpener;teroitin;työ ja koulu
2185;pencil_sharpener_2;teroitin;työ ja koulu
2186;penguin;pingviini;eläimet linnut
2187;penis;penis;terveys kehonosat
2188;pentagon;viisikulmio;kuvaileva muoto
2189;pepper;paprika;ruoka vihannekset ja salaatit
2190;pepper_mill;pippurimylly;ruoka välineet
2191;percent;prosentti;numerot laskutoimitukset
2192;perfume;hajuvesi;terveys hoitotarvikkeet
2193;perm_,_to;permanentti;terveys hoitotoimet
2194;permeable;läpäisevä;tiede
2195;personal_passport;minusta jotain;apuvälineet
2196;pestle_and_mortar;mortteli;ruoka välineet
2197;pet_blanket;koiraviltti;eläimet eläintenhoito
2198;pet_brush;eläinharja;eläimet eläintenhoito
2199;pet_carrier;lemmikin kuljetuslaatikko;eläimet elinympäristö
2200;pet_carrying_basket;lemmikin kuljetuskori;eläimet elinympäristö
2201;pet_comb;eläinkampa;eläimet eläintenhoito
2202;petal;terälehti;kasvit ja puut
2203;petrol_tanker;säiliöauto;liikenne tieliikenne
2204;petticoat;alushame;vaatteet muut
2205;phone_picture_video;kuvata;tekniikka puhelin
2206;photocopier;kopiokone;rakennukset laitteet
2207;photographs;valokuvat;matkustus
2208;physio_therapist_1a;fysioterapeutti;ihmiset ammatit
2209;physio_therapist_1b;fysioterapeutti;ihmiset ammatit
2210;physio_therapist_2a;fysioterapeutti;ihmiset ammatit
2211;physio_therapist_2b;fysioterapeutti;ihmiset ammatit
2212;piano;piano;musiikki instrumentit
2213;pick_and_mix;irtokarkit;ruoka jälkiruuat ja herkut
2214;picnic;piknikki;ruoka annokset
2215;picture;kuva;rakennukset huonekalut
2216;picture_frame;valokuvakehys;rakennukset huonekalut
2217;pie;piiras;ruoka viljatuotteet ja leivonta
2218;pie_apple;omenapiirakka;ruoka jälkiruuat ja herkut
2219;pie_chart;ympyrädiagrammi;numerot laskutoimitukset
2220;pie_cherry;kirsikkapiirakka;ruoka jälkiruuat ja herkut
2221;pie_meat;lihapiirakka;ruoka liha
2222;piglet;porsas;eläimet nisäkkäät
2223;pilot_1a;lentäjä;ihmiset ammatit
2224;pilot_1b;lentäjä;ihmiset ammatit
2225;pilot_2a;lentäjä;ihmiset ammatit
2226;pilot_2b;lentäjä;ihmiset ammatit
2227;pine_cone;männynkäpy;kasvit ja puut
2228;pine_nut;pinjansiemen;ruoka pähkinät
2229;pineapple;ananas;ruoka hedelmät
2230;pineapple_juice;ananasmehu;juomat
2231;pink;vaaleanpunainen;taide värit
2232;pink_bright;tumma vaaleanpunainen;taide värit
2233;pink_pale;vaalea vaaleanpunainen;taide värit
2234;pint;oluttuoppi;juomat astiat ja määrät
2235;pint_half;pieni tuoppi;juomat astiat ja määrät
2236;pistachios;pistaasipähkinät;ruoka pähkinät
2237;pizza;pitsa;ruoka annokset
2238;pizza_2;pizza;ruoka annokset
2239;pizza_cutter;pitsaleikkuri;ruoka välineet
2240;place_mat;tarjotin;ruoka ruokailu
2241;place_setting;kattaus;ruoka välineet
2242;plane;höylä;työkalut työpaja
2243;plane_landing;laskeutua;liikenne ilmailu
2244;plane_take_off;nousta;liikenne ilmailu
2245;planets;planeetat;tiede tähtitiede
2246;plant;kasvi;kasvit ja puut
2247;plaster;laastari;terveys sairaalatarvikkeet
2248;plastic;muovi;tiede
2249;plastic_bag;muovipussi;tiede
2250;plastic_pocket;muovitasku;työ ja koulu
2251;plate;lautanen;ruoka välineet
2252;plate_guard;lautastuki;ruoka ruokailu
2253;plate_lipped;lautanen;ruoka ruokailu
2254;play_area;leikkikenttä;vapaa-aika leikkikenttä
2255;playdough;muovailuvaha;tiede
2256;playing_card_picture;pelikortti;vapaa-aika pelit
2257;playing_cards;pelikortit;vapaa-aika pelit
2258;playing_cards_clubs;pelikortti risti;vapaa-aika pelit
2259;playing_cards_diamonds;pelikortti ruutu;vapaa-aika pelit
2260;playing_cards_hearts;pelikortti hertta;vapaa-aika pelit
2261;playing_cards_patience;pasianssi;vapaa-aika pelit
2262;playing_cards_spades;pelikortti pata;vapaa-aika pelit
2263;playstation;playstation;tekniikka media
2264;pliers;pihdit;työkalut työpaja
2265;plug_2;pistoke;tekniikka muut
2266;plum;luumu;ruoka hedelmät
2267;plum_tomato;luumutomaatti;ruoka vihannekset ja salaatit
2268;pluto;pluto;tiede tähtitiede
2269;pocket;tasku;vaatteet muut
2270;point_,_to;osoittaa;kuvaileva suunta
2271;pointed;terävä;kuvaileva muoto
2272;polar_bear;jääkarhu;eläimet nisäkkäät
