fileName;synonyms;closestWords;relatedWords;categories
paint_1_,_to.svg;maalata&levittää&kuvata&koristaa kirkkain värein&koristaa&koristella;värjätä&sipaista&pinnoittaa&sutia&peittää&ootrata&maalata uudelleen&maalata retussiruiskulla&liimata&lisätä kastike&voidella&voidella kasvot&kitata&levittää sienellä&läiskätä&pohjamaalata&komistaa&maalata sormilla&töpöttää&maalata vartalomaalilla&maalata fresko&maalata temperaväreillä&kuvittaa&luoda&käyttää vaakunamerkkinä&tulkita&varjostaa&maalata pistetekniikalla&maalata vesiväreillä&maali&sivellä;sävyttää&värjätä&sivellä&pyyhkäistä&sipaista&päällystää&pinnoittaa&sutia&peittää&marmoroida&ootrata&maalata uudelleen&maalata retussiruiskulla&liimata&lisätä kastike&voidella&voidella kasvot&kitata&levittää sienellä&läjäyttää&rätkäyttää&läiskätä&esikäsitellä&pohjustaa&pohjamaalata&kaunistaa&somistaa&komistaa&maalata sormilla&töpöttää&maalata vartalomaalilla&maalata fresko&maalata temperaväreillä&kuvittaa&luoda&käyttää vaakunamerkkinä&tulkita&varjostaa&maalata pistetekniikalla&maalata vesiväreillä;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
paint_2_,_to.svg;maalata&levittää&kuvata&koristaa kirkkain värein&koristaa&koristella;värjätä&sipaista&pinnoittaa&sutia&peittää&ootrata&maalata uudelleen&maalata retussiruiskulla&liimata&lisätä kastike&voidella&voidella kasvot&kitata&levittää sienellä&läiskätä&pohjamaalata&komistaa&maalata sormilla&töpöttää&maalata vartalomaalilla&maalata fresko&maalata temperaväreillä&kuvittaa&luoda&käyttää vaakunamerkkinä&tulkita&varjostaa&maalata pistetekniikalla&maalata vesiväreillä&maali&sivellä;sävyttää&värjätä&sivellä&pyyhkäistä&sipaista&päällystää&pinnoittaa&sutia&peittää&marmoroida&ootrata&maalata uudelleen&maalata retussiruiskulla&liimata&lisätä kastike&voidella&voidella kasvot&kitata&levittää sienellä&läjäyttää&rätkäyttää&läiskätä&esikäsitellä&pohjustaa&pohjamaalata&kaunistaa&somistaa&komistaa&maalata sormilla&töpöttää&maalata vartalomaalilla&maalata fresko&maalata temperaväreillä&kuvittaa&luoda&käyttää vaakunamerkkinä&tulkita&varjostaa&maalata pistetekniikalla&maalata vesiväreillä;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
park_,_to.svg;pysäköidä&jättää;pistää&ohjailla&pysäköidä vinoon&suuntaispysäköidä&rinnakkaispysäköidä;panna&asettaa&laittaa&sijoittaa&pistää&ohjata&ohjata taitavasti&johtaa&point&ohjata kanavan läpi&ohjailla&pysäköidä vinoon&suuntaispysäköidä&rinnakkaispysäköidä;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
pat_dog_,_to.svg;silittää&hivellä&sivellä&hyväillä&kosketella&silottaa;kuumentaa&koskettaa&käpälöidä&puristella&halailla&taputtaa&puunata&mankeloida&prässätä&tökkiä kuonolla&helliä&lemmiskellä&vemputtaa&kutitella&lipoa&tasoittaa&rally&paijata;lämmittää&kuumentaa&koskettaa&käpälöidä&kopeloida&kähmiä&hipelöidä&kouria&puristella&lemmiskellä&pussailla&halailla&taputtaa&kiillottaa&puunata&mankeloida&painaa&prässätä&hieroa turvalla&tökkiä kuonolla&helliä&masturboida&runkata&vetää käteen&vetää lapaseen&hakata tattia&hakata hanskaan&harrastaa itsetyydytystä&tumputtaa&tyydyttää itsensä&vemputtaa&kutitella&nuolaista&pyyhkäistä kielellä&lipittää&lipoa;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
peel_orange_,_to.svg;kuoria;koloa&pilkoittaa&iho&haukkua&melasma&pelar&nahk&hipiä&ihotauti&peler&cuticle&dermatology&milk crust&orange peel&kůže&pellejo&aisata&goose flesh&haukahtaa&paljastaa;riisua&irrottaa&poistaa&ottaa pois&vetää jk pois jstak&leikata paloiksi&paloitella&leikata&nylkeä&höyhentää&nyppiä&kyniä;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
pick_,_to.svg;valita;erotella&huutaa&karsia&katsoa&rajoittaa&etsiä&penkoa&päättää tehdä&napsia&kuratoida;tajuta&kiinnostua&alkaa ymmärtää&hoksata&merkitä valamiesluetteloon&verrata&vertailla&arvioida&tuomita&arvostella&voidella&panna kentälle&seuloa&päätyä jhk&valita huolellisesti&valkata&lainata&kuoria kerma päältä&ottaa parhaat päältä&varata&jättäytyä pois&luistaa&hyväksyä&kelpuuttaa&tehdä päätös&ratkaista&luokitella&soittaa&määrittää&täsmentää&asettaa&rajata&lyödä lukkoon&rajoittaa&käyttää&ohjata&vaihtaa roolia&antaa jklle sopimaton rooli&antaa jklle aina samantyyppinen rooli&esittää&kuvata&suorittaa&tehdä&ostaa&seurata&komentaa&roolittaa&antaa valta&määrätä jollekin&nimetä joksikin&määrätä rykmenttiin&siirtää&ylentää&antaa ylennys&pudottaa&siirtää alas&alentaa&tiputtaa&potkaista alas&tutkia&selvittää&ehdottaa&asettaa tehtävään&asettaa virkaan&antaa toimitettavaksi&sijoittaa;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
pick_up_,_to.svg;poimia;haalia&noukkia&noppia&nimetä&koota&keräillä&napsia&ekstrakti&uute&uuttaa&kuratoida;merkitä valamiesluetteloon&nimetä&voidella&panna kentälle&seuloa&päätyä jhk&päättää&lainata&kuoria kerma päältä&ottaa parhaat päältä&antaa tehtäväksi&määrätä&määrätä tehtävään&nimittää&varata&tehdä päätös&ratkaista&määrittää&täsmentää&asettaa&rajata&lyödä lukkoon&rajoittaa&koskettaa&haalia&koota&nivoa yhteen&yhdistää&sienestää&kerätä marjoja&poimia marjoja&vetää&kiskoa&poistaa&vetää pois&soittaa harppua&kuljettaa&ostaa&omaksua&seurata&kannattaa&tutkia&selvittää&äänestää&ehdottaa;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
plant_,_to.svg;istuttaa&liittää&työntää&upottaa&sijoittaa&asettaa&panna istumaan&kylvää;laittaa&tiedottaa&panna sisään&pistää&juurruttaa&kastaa&viljellä ruuduissa&istuttaa ruukkuun&laittaa sisäkkäin&istuutua&ohjata eri istumapaikkaan&istuttaa istutuspuikolla&metsittää&istuttaa uudelleen&varustaa&spermatophyte&papyrus&canker&croton&tulip&belladonna&ruusukasvi&mimosa&iris&sembrar&fabrik&pflanze&növény&jasmine&sporophyte&karree&pondweed&brassica&flora&phytopathology&echinacea&poten&lavender&poppy&kasvilaji&kasvihormoni&implantti;panna sisään&sulkea sisäänsä&laittaa&informoida&tiedottaa&lisätä&kiinnittää&syöttää&panna&pistää&juurruttaa&kastaa&viljellä ruuduissa&istuttaa ruukkuun&asettaa sisäkkäin&laittaa sisäkkäin&haudata&istuutua&ohjata eri istumapaikkaan&istuttaa istutuspuikolla&muuttaa metsämaaksi&metsittää&istuttaa uudelleen&varustaa;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
play_,_to.svg;leikkiä&pelata&esittää&leikitellä&hypistellä&näpelöidä&flirttailla&käyttäytyä kevytmielisesti&pilailla;menetellä&pelata kovaa&tarkastella&hullutella&käsitellä&polttaa&teeskennellä&karkeloida&lähteä liikkeelle&rentoutua&harrastaa toimintaa&kahlailla&telmiä&läträtä&palloilla&kisata&ludi&playful&statisti&kisailla;toimia&käyttäytyä&tehdä&menetellä&pelata kovaa&ottaa tarkasteltavaksi&ottaa esimerkiksi&käsitellä&tarkastella&pelleillä&hölmöillä&hullutella&polttaa&näytellä&teeskennellä&temmeltää&pelehtiä&vehdata&kirmailla&kisailla&peuhata&hypellä&telmiä&juoksennella&kirmata&ilotella&karkeloida&lähteä liikkeelle&huvitella&rentoutua&harrastaa toimintaa&loiskutella&polskutella&roiskuttaa&kahlailla;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
plough_,_to.svg;kyntää&uurtaa&muokata&kääntää&aurata;tonkia&leikata&prosessoida&viljellä&disk&kuokkia&siirtyä&aura&harrastaa seksiä;kaivaa&kaivella&tonkia&leikata&työstää&hioa&prosessoida&viljellä&äestää&disk&kuokkia&kulkea&liikkua&mennä&siirtyä;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
pluck_,_to.svg;nyppiä&puhdistaa&höyhentää&kyniä&karstata&erotella&nykäistä&vetäistä&poimia&nyppiä irti&nyppiä pois&repiä irti&kiskaista&hermostuttaa&ärsyttää&kiusata&häiritä&nälviä&suututtaa&vaivata&vihastuttaa&ottaa kupoliin&vituttaa&ahdistaa&ottaa päähän;noppia&vetää jk pois jstak&nyhtää&noukkia&irritar&äkäinen;irrottaa&poistaa&ottaa pois&vetää jk pois jstak&kuoria&vetää&kiskoa&selvittää&vetää pois&soittaa harppua&käydä hermoille&kuluttaa vähitellen&jäytää&ärsyyntyä&pänniä&harmittaa&ahdistella&hätyytellä&vainota&piinata&hiillostaa&patistaa&koetella&olla jatkuvasti harmina&rasittaa&kiihottaa&provosoida&yllyttää&hätyyttää&vastustaa&pahastuttaa;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
post_letter_,_to.svg;postittaa&lähettää&toimittaa;lähettää pikalähetyksenä&lähettää lentopostina&kirjata&meilata&lähettää diplomaattipostissa&siirtää&posti&meili|alt=meilit&rengaspanssari&rengaspanssari- (chain mail) (''prefix in compound&rahdata;lähettää pikalähetyksenä&lähettää lentopostina&kirjata&lähettää sähköpostitse&lähettää sähköpostilla&meilata&lähettää diplomaattipostissa&siirtää;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
pour_,_to.svg;kaataa;tappaa&säätää&surmata&nujertaa&kellistää&pakka&tunturi&valua&virrata&niittää;hallita&määrätä&päättää&säätää&ilmaista&olla vuorovaikutuksessa&käskeä&tupata&työntyä&tunkeutua&pakottaa&antaa&tuomita&päihittää&voittaa&lyödä&kampittaa&loveta&tappaa kirveellä&jyskyttää&takoa&lähettää&tyhjentää&heittää&pyytää&napata&levittää&varistaa&syytää&valua&valaa&pulppuilla&katkaista&tiputella&kaataa tipotellen&siirtää&viedä&pumpata&työntää&painaa&kaatua&mennä ympäri&kaatua kumoon&kellahtaa kumoon&laskeutua&laskea&alentua&pudottaa&virrata&läikkyä&levittäytyä&köyhdyttää&panna viralta&pakottaa lähtemään virasta;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
pray_2_,_to.svg;rukoilla&anoa&pyytää&kutsua avuksi&pyytää hartaasti&anella&toivoa&kehottaa&käskeä&vannottaa&vaatia&pyytää kiihkeästi&vedota;pyytää nöyrästi&olla läheisessä kosketuksessa&inttää&uhrata&palvoa&kerjätä&pregar&orar&prayerful&pregare;pyytää nöyrästi&olla läheisessä kosketuksessa&mankua&inttää&uhrata&palvoa;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
press_button_,_to.svg;painaa;haitata&kiusata&likistää&litistää&masentaa&painostaa&piinata&polkea&puristaa&pusertaa&raskauttaa&riuduttaa&sortaa&väsyttää&sävyttää&taivuttaa&pakata&kiristää&laskea&kumartaa&hard copy&presi&drucken&punnita;sävyttää&muuttaa pinnaltaan&muuttua pinnaltaan&tasaantua&vaikuttaa ratkaisevasti&muotoilla&muovata&vaikuttaa&säännellä&koskettaa&nykäistä&tönäistä&tökätä&jättää jälki&sauvoa&pakata&tiivistää&panna kasaan&kompressoida&silittää&kalanteroida&puristaa&pusertaa&torjua&karkottaa&tukahduttaa&koristaa korkokuvioin&pakottaa&sysiä&töniä&heilauttaa&viskata&heilahduttaa&murskata&musertaa&runnoa&rutistaa&liiskata&rusentaa&soseuttaa&narskuttaa&rouskuttaa&kirskuttaa&hieroa rystysillä&kirjoittaa&painaa kirjaimin&latoa&kokeilla&painaa offsetilla&painaa päälle&tehdä kopioita vahamonistuskoneella&lihavoida&kursivoida&tehdä surulliseksi&siirtää&viedä&tungeksia&tunkeutua&työntyä&työntää kuonollaan&työntää syrjään&työntää sivuun&tunkeutua sisään&punnertaa&työntää ylös&tunkea&sysätä&ajaa&paimentaa&vajota&pudota&painua&pudottautua&tippua&sulloa&ahtaa&lykätä&kaataa&romahduttaa&merkitä&olla tärkeä&olla merkitystä&olla mitoiltaan&punnita&vaaita;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
prop_up_,_to.svg;tukea&lujittaa&varmentaa&näyttää toteen&todentaa&vahvistaa&subventoida&suventoida&puolustaa&puhua puolesta&olla jnk asiakas&suosia&rahoittaa&olla asiakkaana&pohjata&suojella&pitää&kannattaa&pidellä kiinni&pönkittää&lepuuttaa&nojata&asettaa&asettaa nojalleen&avustaa&antaa tukea&sponsoroida&puoltaa&edistää&kannustaa&olla jkn puolella&hyväksyä&kannatella;auttaa&suojata&voimistaa&kantaa&pitää koholla&nojautua&tukeutua&olla apuna&olla tukena&tukihenkilö&ajoankkuri&pahna&takaraivo&tsempata&holhota&ankare&rekvisiitta&promota&sparrata&huilata&paussi&noja&kompata;voimistaa&vakuuttaa&tarkistaa&varmistaa&osoittaa&todistaa&vakiinnuttaa&näyttää&havainnollistaa&dokumentoida&kiistellä&riidellä&järkeillä&perustella&antaa hyväksymys&ok-kuitata&antaa hyväksyntä&antaa suostumus&opettaa&ohjata&luvata&taata&antaa anteeksi&oikeuttaa&rationaalistaa&rationalisoida&puolustella&ylläpitää&vaalia&kouluttaa&taistella&taistella jonkun puolesta&järjestää&hankkia&tyrkyttää&antaa&elättää&pystyttää rakennustelineet&estää&sulkea&torjua&tukkia&kantaa&suorittaa&pitää pinnalla&tukea kepeillä&kiinnittää&jännittää&panna&laittaa&sijoittaa&pistää&maksaa&antaa hiljainen hyväksyntä&ummistaa silmänsä jltak&käydä jssk ostoksilla&käydä usein jssk&asioida&koulia&auttaa&olla avuksi&jeesata&jelpata&jelppiä&edesauttaa&kehittää&ruokkia&myötävaikuttaa&johtaa&olla osallisena&olla&vastata jtak&sopia&vastata&käydä yksiin&sopia yhteen&täsmätä&olla vastaava&jatkaa&jatkua jatkumistaan;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
protect_,_to.svg;suojella&suojata&vahtia&puolustaa&vartioida&pitää hallussaan&varjella&turvata&tukea&hautoa mielessään&säilyttää&ylläpitää&hautoa&antaa suojapaikka&piilotella&tarjota suojapaikka&rauhoittaa;verhota&keksiä verukkeita&taata&harbwr&undoubting&hafen&holhota;keksiä verukkeita&puolustautua&antaa koskemattomuus&antaa suoja&ylisuojella&pitää aseen kantama-alueella&suojella taikakeinoin&muurata&paaluttaa&aidata&ympäröidä aidalla&ympäröidä&tehdä koinkestäväksi&elättää&pitää&toimia seuralaisena&saattaa&toimia kaitsijana&toimia esiliinana&toimia henkivartijana&piilottaa&kätkeä&peittää&hoitaa&palsamoida&vakuuttaa&plastinoida&pitää samana&avustaa&paimentaa&kaitsea&pitää jonakin;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
pull_,_to.svg;vetää&imeä&hengittää sisään&pitää sisällään&sulkea&jännittää&kaivaa&vetää ulos&kiskoa&vetäistä&raahata&haalata&rahdata&retuuttaa&vetää sisään&imeä itseensä&oppia&omaksua&absorboida&ammentaa&seurata&rajata&piirtää&poistaa&vetää pois&vetää esiin&johtaa&olla johdossa&temmata&sotkeutua&vetää mukaan&sotkea&mahtua&pitää;nyhtää&nykiä&repiä&reuhtoa&riuhtoa&hinata&laahata&puhaltaa&tuulla&juontaa&kuuluttaa&harmattan&aurinkotuuli&tuuli&rewind&wiatr&naarata&tuul&windkraftwerk&szél&diapositiva&east&ere&headwind&rüzgâr&tasapeli&liukua&lipsua&ahava&laahautua&arpoa&käyttää huumeita;vetää henkeä&inhaloida&mädättää&märkiä&märättää&kypsyttää&irrottaa&ottaa pois&vetää jk pois jstak&kiristää&kiinnittää&napittaa&jättää jälki&juoda&ryypiskellä&juopotella&dokata&ottaa&ryypätä&polttaa&tupakoida&pusertaa&kiskaista&kiertää&tempaista&riuhtoa&riuhtaista&kerätä&kääriä&attrahoida&vetää puoleensa&pakottaa&demoduloida&nyppiä langalla&pyyhkiä&mopata&luututa&nykäistä&nytkähtää&perääntyä&lähentää&loitontaa&venyttää&näpätä&näppäillä&vetää perässään&hinata&muuttaa kurssia&houkutella&viehättää&iskeä&houkuttaa&kietoa sisäänsä&vetää sisäänpäin&kuivata jtak&kuivata sienellä&vetää tupesta&laatia&piirtää kuvion sisään&piirtää ympäri&ympyröidä&vinssata&nyppiä&poimia&nyppiä irti&nyppiä pois&repiä irti&kiskoa ylös&kiskaista ylös&nyhtää&vetää lähelle&piirtää lyijykynällä&merkitä liidulla&kirjoittaa&merkitä hiilellä&piirtää hiilellä&piirrellä&riipustella&siirtää&viedä&nostaa&kääntyä&toimia puheenjohtajana&johtaa puhetta&toimia kapteenina&toimia keihäänkärkenä&ottaa haltuunsa&ottaa vastuu&ottaa kontrolli&rajoittaa&olla&sisältää&majoittaa;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
pull_2_,_to.svg;vetää&imeä&hengittää sisään&pitää sisällään&sulkea&jännittää&kaivaa&vetää ulos&kiskoa&vetäistä&raahata&haalata&rahdata&retuuttaa&vetää sisään&imeä itseensä&oppia&omaksua&absorboida&ammentaa&seurata&rajata&piirtää&poistaa&vetää pois&vetää esiin&johtaa&olla johdossa&temmata&sotkeutua&vetää mukaan&sotkea&mahtua&pitää;nyhtää&nykiä&repiä&reuhtoa&riuhtoa&hinata&laahata&puhaltaa&tuulla&juontaa&kuuluttaa&harmattan&aurinkotuuli&tuuli&rewind&wiatr&naarata&tuul&windkraftwerk&szél&diapositiva&east&ere&headwind&rüzgâr&tasapeli&liukua&lipsua&ahava&laahautua&arpoa&käyttää huumeita;vetää henkeä&inhaloida&mädättää&märkiä&märättää&kypsyttää&irrottaa&ottaa pois&vetää jk pois jstak&kiristää&kiinnittää&napittaa&jättää jälki&juoda&ryypiskellä&juopotella&dokata&ottaa&ryypätä&polttaa&tupakoida&pusertaa&kiskaista&kiertää&tempaista&riuhtoa&riuhtaista&kerätä&kääriä&attrahoida&vetää puoleensa&pakottaa&demoduloida&nyppiä langalla&pyyhkiä&mopata&luututa&nykäistä&nytkähtää&perääntyä&lähentää&loitontaa&venyttää&näpätä&näppäillä&vetää perässään&hinata&muuttaa kurssia&houkutella&viehättää&iskeä&houkuttaa&kietoa sisäänsä&vetää sisäänpäin&kuivata jtak&kuivata sienellä&vetää tupesta&laatia&piirtää kuvion sisään&piirtää ympäri&ympyröidä&vinssata&nyppiä&poimia&nyppiä irti&nyppiä pois&repiä irti&kiskoa ylös&kiskaista ylös&nyhtää&vetää lähelle&piirtää lyijykynällä&merkitä liidulla&kirjoittaa&merkitä hiilellä&piirtää hiilellä&piirrellä&riipustella&siirtää&viedä&nostaa&kääntyä&toimia puheenjohtajana&johtaa puhetta&toimia kapteenina&toimia keihäänkärkenä&ottaa haltuunsa&ottaa vastuu&ottaa kontrolli&rajoittaa&olla&sisältää&majoittaa;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
push_,_to.svg;työntää&kuljettaa&liikuttaa&avittaa&istuttaa&liittää&upottaa&sijoittaa&asettaa&pumpata&kiinnittää&laittaa&painaa&raivata&tunkeutua&ahtaa&lykätä&sysätä;pakottaa&pistää&tyrkätä&pukata&tuupata&töytäistä&tökätä&puskea&työnnetty&sujauttaa&jet pack&diapositiva&työntö&liukua&lipsua&sysäistä;ruiskuttaa&piikittää&injektoida&pistää&panna sisään&sulkea sisäänsä&kytkeä&painostaa&vaatia&patistaa&nykäistä&tönäistä&tökätä&viskata&ampua&napittaa&potkaista&sauvoa&lyödä&lisätä&syöttää&torjua&karkottaa&tukahduttaa&lennättää&iskeä&laukaista&lingota&sinkauttaa&lähettää&istuttaa ruukkuun&asettaa sisäkkäin&laittaa sisäkkäin&haudata&sysiä&töniä&heilauttaa&heilahduttaa&liimata&siirtää&viedä&tungeksia&työntää kuonollaan&työntää syrjään&työntää sivuun&tunkeutua sisään&punnertaa&työntää ylös&tunkea&ajaa&paimentaa&sulloa&kaataa&romahduttaa&työntyä;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
push_2_,_to.svg;työntää&kuljettaa&liikuttaa&avittaa&istuttaa&liittää&upottaa&sijoittaa&asettaa&pumpata&kiinnittää&laittaa&painaa&raivata&tunkeutua&ahtaa&lykätä&sysätä;pakottaa&pistää&tyrkätä&pukata&tuupata&töytäistä&tökätä&puskea&työnnetty&sujauttaa&jet pack&diapositiva&työntö&liukua&lipsua&sysäistä;ruiskuttaa&piikittää&injektoida&pistää&panna sisään&sulkea sisäänsä&kytkeä&painostaa&vaatia&patistaa&nykäistä&tönäistä&tökätä&viskata&ampua&napittaa&potkaista&sauvoa&lyödä&lisätä&syöttää&torjua&karkottaa&tukahduttaa&lennättää&iskeä&laukaista&lingota&sinkauttaa&lähettää&istuttaa ruukkuun&asettaa sisäkkäin&laittaa sisäkkäin&haudata&sysiä&töniä&heilauttaa&heilahduttaa&liimata&siirtää&viedä&tungeksia&työntää kuonollaan&työntää syrjään&työntää sivuun&tunkeutua sisään&punnertaa&työntää ylös&tunkea&ajaa&paimentaa&sulloa&kaataa&romahduttaa&työntyä;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
push_down_,_to.svg;työntää alas;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
put_,_to.svg;asettaa&säätää&tarkistaa&korjata&oikaista&laittaa kuntoon&laittaa esille&kattaa&arvioida&sijoittaa&järjestää&luokitella&määrätä&laittaa&määrittää&täsmentää&rajata&lyödä lukkoon&rajoittaa&merkitä&laatia&kirjoittaa&panna&pistää&istuttaa&liittää&työntää&upottaa&laskea&pystyttää&nostaa&asentaa&laittaa käyttökuntoon&asettaa nojalleen&nojata&tukea&tehdä&nimittää;perustaa&muuttaa&ohjata&sopeuttaa&sovittaa&suunnata&esittää&muodostaa&nimetä&hillitä&rauhoittaa&taltuttaa&tyynnyttää&applikoida&spermatophyte&papyrus&canker&croton&mesta&tulip&belladonna&ruusukasvi&päteä&mimosa&positio&iris&sembrar&fabrik&pflanze&pötköttää&status&növény&jasmine&sporophyte&karree&pondweed&brassica&flora&phytopathology&echinacea&poten&lavender&poppy&kasvilaji&kasvihormoni&asettautua&insertoida&liputtaa&laittaa paikalleen&määräytyä;muuttaa&suhteuttaa&moduloida&panna sisään&sulkea sisäänsä&temperoida&virittää&kalibroida&hienosäätää&ajoittaa&kohdistaa&nollata&säätää uudestaan&asettaa uudelleen&soinnuttaa&sopeuttaa&ajastaa&asettaa oikeaan&säädellä&säännellä&fokusoida&keskittää&tarkentaa&tahdistaa&synkronoida&synkata&paineistaa&vähentää painetta&alentaa painetta&valmistaa&valmistella&pohjustaa&panna kuntoon&varustaa&varustautua&valmistautua&varautua&sovittaa&tehdä sopivaksi&panna kohtisuoraan&asettaa riviin&sovittaa yhteen&yhtenäistää&linearisoida&tasata&määrittää kvantiteetti&kaupunkilaistaa&identifioida&tunnistaa&määrittää ikä&asettaa yläkäsitteeksi&valita joukkoon&valita listalle&järjestää uudelleen&uudelleenjärjestää&aliarvoida&alistaa&asettaa etusijalle&pitää tärkeämpänä&asettaa tärkeysjärjestykseen&laittaa tärkeysjärjestykseen&priorisoida&alentaa&huonontaa&korottaa korkeampaan luokkaan&tuomita&arvostella&arvata&approksimoida&estimoida&valita&ottaa&valikoida&poimia&arvottaa&määrittää isyys&muotoilla&veloittaa&alustaa&asettaa alkuarvo&nimetä&määritellä&lisätä tapaus luetteloon&asettaa sekki&käyttää&hyödyntää&soveltaa&haudata&kaivaa maahan&asettaa perään&sijoittaa edelle&panna takaisin&asettaa takaisin&kerrostaa&kerrostua&sirotella joukkoon&lisätä&kiinnittää&syöttää&painautua&asettua mukavasti&painautua mukavasti jotakin vasten&kasata&panna päälle&laittaa päälle&superponoida&jättää&pysäköidä&asettua&asettautua&kuljettaa&laivata&toimittaa&kuopata&lokeroida&hyllyttää&panna hyllyyn&purkittaa&varustaa merkein&asettaa samansuuntaisesti&laittaa eri asentoon&viskata&nakata&sysätä&tiiata&tehdä pakka&panna ruumisarkkuun&laittaa arkkuun&panna jku nukkumaan jhk&asettaa rinnakkain&rinnastaa&laskea maahan&laskea alas&asettaa maahan&kylvää&siementää&sijoittaa väärin&asettaa vierekkäin&pullottaa&laittaa tynnyriin&pakata tynnyriin&asettaa lattialle&laittaa lattialle&laittaa maahan&lepuuttaa&hukata&kadottaa&kiskottaa&kääntää nurin&kääntää ympäri&istuttaa ruukkuun&asettaa sisäkkäin&laittaa sisäkkäin&panna istumaan&munia&seistä&seisoa&maata&olla makuuasennossa&asentaa jälkikäteen&asentaa uudelleen&ammentaa kauhalla&tasapainottaa&paiskata&lastata&sulloa&ahtaa&survoa&juoksuttaa lapolla&lapottaa&asettaa paikalleen&saada aikaan&aiheuttaa&perustaa&panna alulle&organisoida&suunnitella&koota&juonitella&masinoida&siirtää&viedä&asemoida&lisätä glyserolia&jättää tilaa&laskeutua&kyhätä&taksoittaa&arvioida veron suuruus&hinnoitella&täyttää omilla kannattajilla&pakko-ottaa&haudata uudelleen&asettaa limittäin;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
put_away_,_to.svg;laittaa pois;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
put_in_,_to.svg;laittaa sisään;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
put_in_cassette_tape_,_to.svg;asettaa kasetti;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
put_in_cd_dvd_,_to.svg;asettaa cd levy;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
put_in_contact_lens_,_to.svg;laittaa piilolinssit;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
put_on_helmet_,_to.svg;pukea kypärä;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
put_on_lid_,_to.svg;asettaa kansi;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
queue_,_to.svg;jonottaa&asettua jonoon&asettua riviin;seisoa&odotella&odottaa&jono&letti;seistä&seisoa&odotella;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
raise_feet_,_to.svg;nostaa jalat;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
raise_head_,_to.svg;nostaa pää;;;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
rake_2_,_to.svg;haravoida&koluta&penkoa;raapia&tutkia&yhdistää&krehër;raapia&tutkia&kerätä&haalia&koota&nivoa yhteen&yhdistää;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
reach_for_,_to.svg;tavoitella&olla tarkoituksena&olla tavoitteena&haluta&pyrkiä&tähdätä jhk&anoa&pyytää&kerjätä&aikoa&tarkoittaa&yrittää&etsiä&yrittää kouraista käteensä&hakea&juosta perässä;havitella&mieliä&tahtoa&toivoa&kärkkyä&tähdätä&mennä hakemaan&käydä/hyökätä (+ ''genitive'' + kimppuun)&päteä&pitää paikkansa;ampua yli&koota almuja&kilpailla&kamppailla&kilvoitella&tahtoa&himoita&mieliä&siirtää&viedä&pyrkiä jhk&kampanjoida&kalastella ääniä&viivyttää&roikkua rintapielissä&lobata&kosiskella&riiata&vokotella;ihmiset & tekeminen & aktiviteetti & toiminta & puuha
